state,Month,Year,handgun,long_gun,other,month,permit,Total Sales
Texas,Jul,2011,28000,24870,760,2011-07,12270,65900
Texas,Jul,2012,35783,29918,1315,2012-07,14657,81673
Texas,Jul,2013,35456,29941,1487,2013-07,21851,88735
Texas,Jul,2014,32736,28145,2088,2014-07,19340,82309
Texas,Jul,2015,41237,27981,2300,2015-07,21479,92997
Texas,Jul,2016,50499,34266,4046,2016-07,24634,113445
Texas,Jul,2017,36913,27245,2653,2017-07,19006,85817
Texas,Jul,2018,35363,23141,2882,2018-07,49290,110676
Texas,Jul,2019,34215,21520,3002,2019-07,21477,80214
Texas,Jul,2020,96689,41060,6431,2020-07,58415,202595
Texas,Jul,2021,65203,29692,4281,2021-07,25470,124646
Texas,Jul,2022,60260,27696,4489,2022-07,29812,122257
Texas,Jul,2023,47650,23317,3888,2023-07,22511,97366
Texas,Jun,2009,23978,21010,39,2009-06,16043,61070
Texas,Jun,2010,24420,19503,549,2010-06,6675,51147
Texas,Jun,2011,28911,23268,766,2011-06,16669,69614
Texas,Jun,2012,34768,28889,1311,2012-06,12168,77136
Texas,Jun,2013,34302,30708,1566,2013-06,19686,86262
Texas,Jun,2014,34426,27426,2067,2014-06,16019,79938
Texas,Jun,2015,43199,27650,2432,2015-06,21211,94492
Texas,Jun,2016,46816,33501,4013,2016-06,23267,107597
Texas,Jun,2017,48895,29119,3000,2017-06,23877,104891
Texas,Jun,2018,39032,24252,3160,2018-06,25805,92249
Texas,Jun,2019,37592,22608,3351,2019-06,25136,88687
Texas,Jun,2020,121926,45845,6857,2020-06,41486,216114
Texas,Jun,2021,71295,30634,4550,2021-06,30745,137224
Texas,Jun,2022,69148,32349,5487,2022-06,30240,137224
Texas,Jun,2023,51381,24918,3800,2023-06,28900,108999
Texas,Mar,2010,31512,25440,765,2010-03,9945,67662
Texas,Mar,2011,39750,29342,972,2011-03,15224,85288
Texas,Mar,2012,47874,37409,1596,2012-03,21989,108868
Texas,Mar,2013,64439,49206,2553,2013-03,32693,148891
Texas,Mar,2014,49169,38758,2453,2014-03,26007,116387
Texas,Mar,2015,53371,36853,2987,2015-03,23183,116394
Texas,Mar,2016,55547,31794,2985,2016-03,48497,138823
Texas,Mar,2017,55983,34308,3702,2017-03,33412,127405
Texas,Mar,2018,60134,38853,5634,2018-03,37551,142172
Texas,Mar,2019,55222,31747,4092,2019-03,34837,125898
Texas,Mar,2020,147714,61827,5897,2020-03,35688,251126
Texas,Mar,2021,95320,47817,6098,2021-03,53947,203182
Texas,Mar,2022,82218,37664,5214,2022-03,28868,153964
Texas,Mar,2023,67368,32194,4370,2023-03,32277,136209
Texas,May,2010,24476,19923,557,2010-05,8015,52971
Texas,May,2011,29323,24239,767,2011-05,17793,72122
Texas,May,2012,34541,28197,1320,2012-05,13009,77067
Texas,May,2013,41105,34669,1948,2013-05,21953,99675
Texas,May,2014,37264,29032,2209,2014-05,17072,85577
Texas,May,2015,44935,29899,2679,2015-05,21646,99159
Texas,May,2016,39446,25424,2559,2016-05,25496,92925
Texas,May,2017,42366,27991,2991,2017-05,24168,97516
Texas,May,2018,37893,24419,3348,2018-05,32974,98634
Texas,May,2019,38714,23587,3118,2019-05,28928,94347
Texas,May,2020,83977,36456,5393,2020-05,41584,167410
Texas,May,2021,72175,32613,4744,2021-05,39607,149139
Texas,May,2022,61073,26898,3881,2022-05,24665,116517
Texas,May,2023,58444,27280,3780,2023-05,23734,113238
Texas,Nov,2009,27116,36125,466,2009-11,20688,84395
Texas,Nov,2010,31451,40228,614,2010-11,11360,83653
Texas,Nov,2011,35928,49253,904,2011-11,12407,98492
Texas,Nov,2012,52840,64903,2231,2012-11,13692,133666
Texas,Nov,2013,43195,57710,1701,2013-11,16185,118791
Texas,Nov,2014,47340,58551,2544,2014-11,15978,124413
Texas,Nov,2015,56941,51670,2532,2015-11,21550,132693
Texas,Nov,2016,58778,56057,3610,2016-11,23199,141644
Texas,Nov,2017,59840,51536,3450,2017-11,33293,148119
Texas,Nov,2018,44763,43276,3437,2018-11,29090,120566
Texas,Nov,2019,57252,41942,3592,2019-11,23710,126496
Texas,Nov,2020,78827,56265,5504,2020-11,43661,184257
Texas,Nov,2021,70441,44916,3960,2021-11,18544,137861
Texas,Nov,2022,63821,41578,3964,2022-11,24862,134225
Texas,Oct,2009,24638,32633,498,2009-10,8933,66702
Texas,Oct,2010,25858,33053,565,2010-10,19990,79466
Texas,Oct,2011,30160,38398,852,2011-10,14304,83714
Texas,Oct,2012,37556,44643,1584,2012-10,13933,97716
Texas,Oct,2013,36720,44769,1455,2013-10,26877,109821
Texas,Oct,2014,39725,44864,2317,2014-10,19667,106573
Texas,Oct,2015,43428,41157,2836,2015-10,23495,110916
Texas,Oct,2016,46518,44519,3763,2016-10,34700,129500
Texas,Oct,2017,41780,39297,3633,2017-10,30780,115490
Texas,Oct,2018,34646,31100,2972,2018-10,30568,99286
Texas,Oct,2019,41994,33957,3423,2019-10,28826,108200
Texas,Oct,2020,72591,44620,5042,2020-10,57784,180037
Texas,Oct,2021,67440,38737,4157,2021-10,23384,133718
Texas,Oct,2022,56594,33532,3676,2022-10,26520,120322
Texas,Sep,2009,21498,33233,411,2009-09,9313,64455
Texas,Sep,2010,24093,34038,529,2010-09,8238,66898
Texas,Sep,2011,29410,41207,760,2011-09,11127,82504
Texas,Sep,2012,36471,45464,1454,2012-09,11425,94814
Texas,Sep,2013,33690,45571,1469,2013-09,17342,98072
Texas,Sep,2014,34837,46899,1949,2014-09,16930,100615
Texas,Sep,2015,39567,45376,2578,2015-09,20733,108254
Texas,Sep,2016,37858,42308,2888,2016-09,29142,112196
Texas,Sep,2017,39119,39416,2768,2017-09,31390,112693
Texas,Sep,2018,33746,33087,2907,2018-09,39254,108994
Texas,Sep,2019,42688,35840,3736,2019-09,27236,109500
Texas,Sep,2020,68804,46463,4888,2020-09,46746,166901
Texas,Sep,2021,71702,41561,4300,2021-09,24746,142309
Texas,Sep,2022,54688,36257,4023,2022-09,28270,123238
Texas,Sep,2023,46450,35984,3761,2023-09,23479,109674
