state,Month,Year,handgun,long_gun,other,month,permit,Total Sales
California,Apr,2010,26170,27650,0,2010-04,26930,80750
California,Apr,2011,30345,29788,0,2011-04,26912,87045
California,Apr,2012,29500,30211,59,2012-04,29961,89731
California,Apr,2013,34701,42516,72,2013-04,32066,109355
California,Apr,2014,40847,29602,4030,2014-04,58879,133358
California,Apr,2015,35479,25542,4370,2015-04,48166,113557
California,Apr,2016,41862,30133,5247,2016-04,93023,170265
California,Apr,2017,45182,24898,3104,2017-04,58147,131331
California,Apr,2018,37814,25571,3736,2018-04,53448,120569
California,Apr,2019,37484,25895,4204,2019-04,46004,113587
California,Apr,2020,59219,31759,6330,2020-04,24460,121768
California,Apr,2021,44095,30019,7117,2021-04,17570,98801
California,Apr,2022,38217,25572,5595,2022-04,17944,87328
California,Apr,2023,35813,23385,5158,2023-04,24760,89116
California,Aug,2009,17376,21212,0,2009-08,27339,65927
California,Aug,2010,18686,22110,0,2010-08,24503,65299
California,Aug,2011,23431,27619,0,2011-08,25109,76159
California,Aug,2012,29494,31911,63,2012-08,25118,86586
California,Aug,2013,31020,39974,74,2013-08,39311,110379
California,Aug,2014,38710,30590,3454,2014-08,45625,118379
California,Aug,2015,33938,26257,3935,2015-08,59988,124118
California,Aug,2016,43344,43552,13186,2016-08,75535,175617
California,Aug,2017,41110,26220,3058,2017-08,59528,129916
California,Aug,2018,34617,25666,3117,2018-08,38687,102087
California,Aug,2019,36607,25247,3837,2019-08,26631,92322
California,Aug,2020,65196,38505,8409,2020-08,33056,145166
California,Aug,2021,41275,28433,5995,2021-08,17798,93501
California,Aug,2022,39236,25005,5743,2022-08,39274,109258
California,Aug,2023,32817,22053,4091,2023-08,33355,92316
California,Dec,2009,19496,27200,0,2009-12,22518,69214
California,Dec,2010,24519,32100,0,2010-12,24901,81520
California,Dec,2011,29452,36425,54,2011-12,23007,88938
California,Dec,2012,51731,73026,91,2012-12,25144,149992
California,Dec,2013,34360,70609,68,2013-12,32778,137815
California,Dec,2014,66770,47409,6956,2014-12,41907,163042
California,Dec,2015,74399,48762,9583,2015-12,119166,251910
California,Dec,2016,63649,93224,77929,2016-12,61808,296610
California,Dec,2017,47613,35240,4885,2017-12,53885,141623
California,Dec,2018,40445,34180,3808,2018-12,30754,109187
California,Dec,2019,40637,30780,4883,2019-12,29544,105844
California,Dec,2020,59909,39389,6932,2020-12,26034,132264
California,Dec,2021,46627,31488,5894,2021-12,15528,99537
California,Dec,2022,40213,28073,5523,2022-12,22839,96648
California,Feb,2010,19706,21016,0,2010-02,23478,64200
California,Feb,2011,24348,24119,0,2011-02,19003,67470
California,Feb,2012,30902,31877,72,2012-02,25314,88165
California,Feb,2013,38087,46026,97,2013-02,23358,107568
California,Feb,2014,39048,29728,4280,2014-02,36848,109904
California,Feb,2015,37478,27480,4417,2015-02,42920,112295
California,Feb,2016,44461,29486,5283,2016-02,134211,213441
California,Feb,2017,44363,24987,2898,2017-02,56533,128781
California,Feb,2018,38531,24768,3940,2018-02,39165,106404
California,Feb,2019,36424,22506,3932,2019-02,33102,95964
California,Feb,2020,35570,22645,4221,2020-02,32002,94438
California,Feb,2021,40789,27915,6499,2021-02,16025,91228
California,Feb,2022,36362,23017,4941,2022-02,15815,80135
California,Feb,2023,36098,21837,4641,2023-02,21763,84339
California,Jan,2010,18280,20059,0,2010-01,24653,62992
California,Jan,2011,23418,22708,0,2011-01,22856,68982
California,Jan,2012,25812,25757,59,2012-01,23099,74727
California,Jan,2013,51025,54527,96,2013-01,26591,132239
California,Jan,2014,33834,27585,3822,2014-01,33962,99203
California,Jan,2015,37560,23524,4060,2015-01,47134,112278
California,Jan,2016,52139,32970,7054,2016-01,127715,219878
California,Jan,2017,41516,22686,2898,2017-01,62397,129497
California,Jan,2018,37335,22919,3495,2018-01,55292,119041
California,Jan,2019,35861,23195,4035,2019-01,34585,97676
California,Jan,2020,34884,22057,4131,2020-01,34694,95766
California,Jan,2021,55103,36179,6807,2021-01,19078,117167
California,Jan,2022,36971,24010,5150,2022-01,15010,81141
California,Jan,2023,35181,21735,4949,2023-01,21900,83765
California,Jul,2009,18555,17211,0,2009-07,25623,61389
California,Jul,2010,19019,19505,0,2010-07,24115,62639
California,Jul,2011,21925,21196,0,2011-07,19266,62387
California,Jul,2012,26313,27530,52,2012-07,26121,80016
California,Jul,2013,29531,31564,75,2013-07,38286,99456
California,Jul,2014,34912,24482,3254,2014-07,40766,103414
California,Jul,2015,39980,27844,3995,2015-07,67429,139248
California,Jul,2016,46361,47594,17297,2016-07,77962,189214
California,Jul,2017,37027,21721,2514,2017-07,52610,113872
California,Jul,2018,30486,21136,3054,2018-07,39153,93829
California,Jul,2019,30400,20830,3485,2019-07,27930,82645
California,Jul,2020,67672,38618,7530,2020-07,35097,148917
California,Jul,2021,41996,26036,5945,2021-07,16911,90888
California,Jul,2022,41159,23489,6090,2022-07,22621,93359
California,Jul,2023,30198,18567,3953,2023-07,30393,83111
California,Jun,2009,20060,18949,0,2009-06,24176,63185
California,Jun,2010,17778,18802,0,2010-06,25276,61856
California,Jun,2011,24632,24012,0,2011-06,26673,75317
California,Jun,2012,26514,27427,87,2012-06,30722,84750
California,Jun,2013,29702,35007,78,2013-06,43693,108480
California,Jun,2014,34232,24557,3818,2014-06,39245,101852
California,Jun,2015,33287,22795,3763,2015-06,51944,111789
California,Jun,2016,43042,37512,10673,2016-06,81628,172855
California,Jun,2017,42726,23807,2763,2017-06,60142,129438
California,Jun,2018,32684,23612,3921,2018-06,38623,98840
California,Jun,2019,38712,27050,4856,2019-06,39303,109921
California,Jun,2020,76210,40933,8487,2020-06,31700,157330
California,Jun,2021,42689,28180,7523,2021-06,19320,97712
California,Jun,2022,43113,27018,7422,2022-06,20367,97920
California,Jun,2023,33746,21016,4539,2023-06,28968,88269
California,Mar,2010,23487,25449,0,2010-03,25069,74005
California,Mar,2011,29994,30323,0,2011-03,23865,84182
California,Mar,2012,36137,38797,74,2012-03,31724,106732
California,Mar,2013,38013,48181,80,2013-03,29750,116024
California,Mar,2014,45089,34352,4833,2014-03,52153,136427
California,Mar,2015,38597,30120,3822,2015-03,126134,198673
California,Mar,2016,45266,31454,6007,2016-03,117206,199933
California,Mar,2017,48732,27839,3032,2017-03,65892,145495
California,Mar,2018,47425,32189,4802,2018-03,50714,135130
California,Mar,2019,42551,28146,4299,2019-03,46812,121808
California,Mar,2020,81543,48616,5041,2020-03,27792,162992
California,Mar,2021,50271,35334,7327,2021-03,17904,110836
California,Mar,2022,43976,29658,6490,2022-03,19327,99451
California,Mar,2023,40714,26473,5455,2023-03,25878,98520
California,May,2010,19464,20997,0,2010-05,28855,69316
California,May,2011,22849,22801,0,2011-05,20807,66457
California,May,2012,27699,27093,72,2012-05,28299,83163
California,May,2013,31638,37157,71,2013-05,42804,111670
California,May,2014,38192,26630,3879,2014-05,50964,119665
California,May,2015,36049,25174,3848,2015-05,53467,118538
California,May,2016,38301,28723,6124,2016-05,91841,164989
California,May,2017,42442,24495,2760,2017-05,58722,128419
California,May,2018,34433,24797,3995,2018-05,40430,103655
California,May,2019,36314,24718,4700,2019-05,45237,110969
California,May,2020,50811,28550,6499,2020-05,23948,109808
California,May,2021,40160,25824,5576,2021-05,20742,92302
California,May,2022,37659,23729,5143,2022-05,18159,84690
California,May,2023,34421,21695,4841,2023-05,25144,86101
California,Nov,2009,16571,22677,0,2009-11,17144,56392
California,Nov,2010,18478,24984,0,2010-11,20531,63993
California,Nov,2011,23885,30091,49,2011-11,19427,73452
California,Nov,2012,35855,49929,74,2012-11,27231,113089
California,Nov,2013,31163,43714,84,2013-11,33427,108388
California,Nov,2014,43779,34964,4087,2014-11,48671,131501
California,Nov,2015,41181,35007,4559,2015-11,98452,179199
California,Nov,2016,56932,82554,30133,2016-11,53278,222897
California,Nov,2017,44710,35910,4241,2017-11,54897,139758
California,Nov,2018,36997,30913,3606,2018-11,33942,105458
California,Nov,2019,34345,25063,3564,2019-11,29002,91974
California,Nov,2020,56793,37256,7391,2020-11,28797,130237
California,Nov,2021,40966,29795,5177,2021-11,14038,89976
California,Nov,2022,37386,25634,4888,2022-11,24117,92025
California,Oct,2009,17537,19713,0,2009-10,27218,64468
California,Oct,2010,21351,22352,0,2010-10,25131,68834
California,Oct,2011,26693,28249,44,2011-10,28127,83113
California,Oct,2012,28860,30305,54,2012-10,29124,88343
California,Oct,2013,30693,37814,132,2013-10,45148,113787
California,Oct,2014,42829,30607,3536,2014-10,50300,127272
California,Oct,2015,37977,26151,3912,2015-10,94134,162174
California,Oct,2016,45785,54333,19226,2016-10,60578,179922
California,Oct,2017,39879,25749,3646,2017-10,49259,118533
California,Oct,2018,32567,23213,2738,2018-10,42223,100741
California,Oct,2019,32128,23005,4198,2019-10,36057,95388
California,Oct,2020,65376,40286,8319,2020-10,36719,150700
California,Oct,2021,40185,28159,5364,2021-10,15704,89412
California,Oct,2022,36991,22350,4451,2022-10,27623,91415
California,Sep,2009,15805,19228,0,2009-09,27887,62920
California,Sep,2010,18221,20434,0,2010-09,21810,60465
California,Sep,2011,22197,23657,39,2011-09,23573,69466
California,Sep,2012,26752,29344,52,2012-09,22200,78348
California,Sep,2013,27422,39102,75,2013-09,36741,103340
California,Sep,2014,37720,28503,3278,2014-09,48291,117792
California,Sep,2015,31897,24471,3429,2015-09,64698,124495
California,Sep,2016,39213,43015,13548,2016-09,62196,157972
California,Sep,2017,37165,24581,2984,2017-09,57839,122569
California,Sep,2018,29772,23788,2977,2018-09,34638,91175
California,Sep,2019,30776,22726,3524,2019-09,37637,94663
California,Sep,2020,61258,36638,7815,2020-09,32998,138709
California,Sep,2021,37842,27880,6190,2021-09,17520,89432
California,Sep,2022,34417,22375,4527,2022-09,39113,100432
California,Sep,2023,33792,20548,4295,2023-09,28611,87246
Florida,Apr,2010,26817,12952,0,2010-04,1,39770
Florida,Apr,2011,30697,14985,0,2011-04,0,45682
Florida,Apr,2012,34847,18257,703,2012-04,0,53807
Florida,Apr,2013,41943,25404,2086,2013-04,29479,98912
Florida,Apr,2014,37470,19213,1728,2014-04,31586,89997
Florida,Apr,2015,40786,18180,1996,2015-04,16049,77011
Florida,Apr,2016,48697,19716,2788,2016-04,27570,98771
Florida,Apr,2017,52889,19489,3290,2017-04,22072,97740
Florida,Apr,2018,50172,18650,4446,2018-04,22491,95759
Florida,Apr,2019,48329,15125,3652,2019-04,18613,85719
Florida,Apr,2020,84431,26731,4897,2020-04,2258,118317
Florida,Apr,2021,79583,30218,6345,2021-04,37324,153470
Florida,Apr,2022,65359,22430,4912,2022-04,22255,114956
Florida,Apr,2023,69152,24519,4616,2023-04,15760,114047
Florida,Aug,2009,24043,13398,0,2009-08,0,37441
Florida,Aug,2010,25610,13532,0,2010-08,1,39143
Florida,Aug,2011,29668,15927,0,2011-08,2,45597
Florida,Aug,2012,37184,20301,1162,2012-08,0,58647
Florida,Aug,2013,35828,20307,1409,2013-08,18883,76427
Florida,Aug,2014,37260,19794,2009,2014-08,11081,70144
Florida,Aug,2015,42171,20307,2373,2015-08,17140,81991
Florida,Aug,2016,49867,23359,3572,2016-08,31652,108450
Florida,Aug,2017,46682,21717,2847,2017-08,18362,89608
Florida,Aug,2018,44227,15734,3176,2018-08,17524,80661
Florida,Aug,2019,54215,18910,4711,2019-08,19468,97304
Florida,Aug,2020,85345,30914,6509,2020-08,35826,158594
Florida,Aug,2021,61168,24363,5238,2021-08,22109,112878
Florida,Aug,2022,60229,22654,5518,2022-08,20897,109298
Florida,Aug,2023,55034,19438,5008,2023-08,8781,88261
Florida,Dec,2009,29581,24460,0,2009-12,0,54041
Florida,Dec,2010,34196,27204,0,2010-12,30,61430
Florida,Dec,2011,40463,31791,0,2011-12,0,72254
Florida,Dec,2012,65872,59904,2549,2012-12,0,128325
Florida,Dec,2013,44668,38782,1742,2013-12,12672,97864
Florida,Dec,2014,50412,37098,2500,2014-12,12339,102349
Florida,Dec,2015,86940,45769,4165,2015-12,25044,161918
Florida,Dec,2016,69842,39880,3488,2016-12,24096,137306
Florida,Dec,2017,68075,37127,4067,2017-12,20978,130247
Florida,Dec,2018,60210,30598,4131,2018-12,16478,111417
Florida,Dec,2019,67435,31580,4458,2019-12,15238,118711
Florida,Dec,2020,81564,40115,5594,2020-12,35227,162500
Florida,Dec,2021,77064,36710,5904,2021-12,20720,140398
Florida,Dec,2022,74886,35416,5826,2022-12,18857,134985
Florida,Feb,2010,30890,16415,0,2010-02,1,47306
Florida,Feb,2011,37890,18121,0,2011-02,1,56012
Florida,Feb,2012,43744,22852,747,2012-02,0,67343
Florida,Feb,2013,56967,34711,1948,2013-02,0,93626
Florida,Feb,2014,46802,25174,1614,2014-02,20119,93709
Florida,Feb,2015,52791,24827,2303,2015-02,16779,96700
Florida,Feb,2016,62770,25228,3069,2016-02,33181,124248
Florida,Feb,2017,59201,23479,2928,2017-02,23617,109225
Florida,Feb,2018,57435,26441,4590,2018-02,21971,110437
Florida,Feb,2019,51711,17833,3649,2019-02,18437,91630
Florida,Feb,2020,59653,20306,3748,2020-02,21258,104965
Florida,Feb,2021,66307,26720,5116,2021-02,31875,130018
Florida,Feb,2022,61461,23989,4261,2022-02,21335,111046
Florida,Feb,2023,60511,22852,4587,2023-02,19584,107534
Florida,Jan,2010,27038,15924,0,2010-01,0,42962
Florida,Jan,2011,32684,16731,0,2011-01,0,49415
Florida,Jan,2012,34951,18761,587,2012-01,4,54303
Florida,Jan,2013,68294,41844,2047,2013-01,0,112185
Florida,Jan,2014,37372,22370,1671,2014-01,16053,77466
Florida,Jan,2015,43909,21939,2433,2015-01,13798,82079
Florida,Jan,2016,62085,26356,3480,2016-01,28458,120379
Florida,Jan,2017,51599,21867,3129,2017-01,21675,98270
Florida,Jan,2018,48377,20690,3299,2018-01,19683,92049
Florida,Jan,2019,47372,18749,3651,2019-01,18964,88736
Florida,Jan,2020,54985,19973,3957,2020-01,21461,100376
Florida,Jan,2021,97406,40173,6686,2021-01,34470,178735
Florida,Jan,2022,57833,23109,4678,2022-01,18451,104071
Florida,Jan,2023,58648,22950,4883,2023-01,19460,105941
Florida,Jul,2009,23694,12349,0,2009-07,0,36043
Florida,Jul,2010,25729,12007,0,2010-07,0,37736
Florida,Jul,2011,27240,13412,0,2011-07,0,40652
Florida,Jul,2012,34543,17864,926,2012-07,0,53333
Florida,Jul,2013,34204,18664,1334,2013-07,19829,74031
Florida,Jul,2014,33878,17356,1737,2014-07,12265,65236
Florida,Jul,2015,42570,18069,2133,2015-07,15769,78541
Florida,Jul,2016,57902,28000,4504,2016-07,28106,118512
Florida,Jul,2017,47430,18941,2975,2017-07,16978,86324
Florida,Jul,2018,42524,13468,3215,2018-07,15888,75095
Florida,Jul,2019,43914,13570,3307,2019-07,14674,75465
Florida,Jul,2020,106745,33102,7751,2020-07,33826,181424
Florida,Jul,2021,62995,22918,5349,2021-07,25724,116986
Florida,Jul,2022,61996,21087,5289,2022-07,22162,110534
Florida,Jul,2023,59086,18577,4796,2023-07,8746,91205
Florida,Jun,2009,23275,12448,0,2009-06,0,35723
Florida,Jun,2010,24424,11565,0,2010-06,0,35989
Florida,Jun,2011,27744,13091,0,2011-06,0,40835
Florida,Jun,2012,33679,17828,725,2012-06,0,52232
Florida,Jun,2013,33559,19343,1393,2013-06,17871,72166
Florida,Jun,2014,33636,17047,1569,2014-06,13789,66041
Florida,Jun,2015,39592,17115,1989,2015-06,15397,74093
Florida,Jun,2016,55934,29501,5096,2016-06,28462,118993
Florida,Jun,2017,52114,19380,3260,2017-06,18831,93585
Florida,Jun,2018,44821,14764,3586,2018-06,17573,80744
Florida,Jun,2019,44378,13576,3642,2019-06,15427,77023
Florida,Jun,2020,133285,39111,7341,2020-06,20676,200413
Florida,Jun,2021,65835,23329,5551,2021-06,26151,120866
Florida,Jun,2022,70236,26816,6465,2022-06,23118,126635
Florida,Jun,2023,58766,20981,4863,2023-06,11470,96080
Florida,Mar,2010,32241,16265,0,2010-03,0,48506
Florida,Mar,2011,35962,17283,0,2011-03,0,53245
Florida,Mar,2012,41823,21504,836,2012-03,0,64163
Florida,Mar,2013,48586,31464,1998,2013-03,0,82048
Florida,Mar,2014,42745,23125,1819,2014-03,32405,100094
Florida,Mar,2015,46739,22690,2279,2015-03,17066,88774
Florida,Mar,2016,54164,22000,2874,2016-03,34627,113665
Florida,Mar,2017,60787,23982,3609,2017-03,26986,115364
Florida,Mar,2018,64230,30487,6732,2018-03,27957,129406
Florida,Mar,2019,59615,19429,3869,2019-03,21078,103991
Florida,Mar,2020,117900,38365,5017,2020-03,16713,177995
Florida,Mar,2021,91131,33936,6429,2021-03,34498,165994
Florida,Mar,2022,71992,28469,5182,2022-03,24317,129960
Florida,Mar,2023,65213,25801,4828,2023-03,22358,118200
Florida,May,2010,25428,11640,0,2010-05,1,37069
Florida,May,2011,27882,12952,0,2011-05,0,40834
Florida,May,2012,33310,17547,800,2012-05,0,51657
Florida,May,2013,35935,21373,1491,2013-05,27298,86097
Florida,May,2014,35254,17504,1756,2014-05,18764,73278
Florida,May,2015,39775,17145,1962,2015-05,13949,72831
Florida,May,2016,42845,17025,2625,2016-05,27235,89730
Florida,May,2017,49700,18476,3001,2017-05,19014,90191
Florida,May,2018,47755,15850,3723,2018-05,21026,88354
Florida,May,2019,45087,14214,3760,2019-05,16117,79178
Florida,May,2020,73691,22529,5156,2020-05,6723,108099
Florida,May,2021,65295,22922,4934,2021-05,32677,125828
Florida,May,2022,59519,20002,4408,2022-05,19022,102951
Florida,May,2023,61383,21861,4709,2023-05,12457,100410
Florida,Nov,2009,25427,17590,0,2009-11,0,43017
Florida,Nov,2010,27691,19404,0,2010-11,0,47095
Florida,Nov,2011,30827,23480,0,2011-11,2,54309
Florida,Nov,2012,43550,37856,1653,2012-11,0,83059
Florida,Nov,2013,37545,30492,1571,2013-11,11371,80979
Florida,Nov,2014,39126,30723,1974,2014-11,10477,82300
Florida,Nov,2015,50796,28981,2268,2015-11,15907,97952
Florida,Nov,2016,62351,35718,3676,2016-11,25377,127122
Florida,Nov,2017,61694,31631,3585,2017-11,19099,116009
Florida,Nov,2018,51850,23876,3502,2018-11,16036,95264
Florida,Nov,2019,54799,24497,3666,2019-11,14070,97032
Florida,Nov,2020,84366,40575,6090,2020-11,35979,167010
Florida,Nov,2021,65666,31575,4266,2021-11,18570,120077
Florida,Nov,2022,61475,28064,4766,2022-11,16592,110897
Florida,Oct,2009,25740,15529,0,2009-10,0,41269
Florida,Oct,2010,26902,15965,0,2010-10,0,42867
Florida,Oct,2011,29491,18379,0,2011-10,5,47875
Florida,Oct,2012,35686,23640,1071,2012-10,0,60397
Florida,Oct,2013,34006,23276,1372,2013-10,15620,74274
Florida,Oct,2014,38428,23668,1904,2014-10,14077,78077
Florida,Oct,2015,45304,22587,2456,2015-10,17963,88310
Florida,Oct,2016,50003,27010,3908,2016-10,23891,104812
Florida,Oct,2017,49568,24580,3958,2017-10,18090,96196
Florida,Oct,2018,40226,16671,2912,2018-10,13921,73730
Florida,Oct,2019,47504,19816,3830,2019-10,16293,87443
Florida,Oct,2020,83816,32346,5782,2020-10,43802,165746
Florida,Oct,2021,63090,26371,4562,2021-10,22246,116269
Florida,Oct,2022,56101,21525,4409,2022-10,18365,100400
Florida,Sep,2009,23346,13521,0,2009-09,0,36867
Florida,Sep,2010,25405,13802,0,2010-09,1,39208
Florida,Sep,2011,29341,16267,0,2011-09,0,45608
Florida,Sep,2012,33996,20479,895,2012-09,0,55370
Florida,Sep,2013,31866,20815,1440,2013-09,14714,68835
Florida,Sep,2014,37253,21661,1791,2014-09,11525,72230
Florida,Sep,2015,40647,20159,2615,2015-09,16270,79691
Florida,Sep,2016,45848,22439,3359,2016-09,24431,96077
Florida,Sep,2017,39199,17949,2319,2017-09,10784,70251
Florida,Sep,2018,38313,14646,2945,2018-09,14805,70709
Florida,Sep,2019,44565,18261,4154,2019-09,14077,81057
Florida,Sep,2020,76685,29317,5523,2020-09,34496,146021
Florida,Sep,2021,59728,25555,5125,2021-09,24490,114898
Florida,Sep,2022,52674,20389,4536,2022-09,21987,99586
Florida,Sep,2023,51223,20945,4528,2023-09,8399,85095
Illinois,Apr,2010,8557,8005,0,2010-04,36904,53466
Illinois,Apr,2011,11468,9467,0,2011-04,47216,68151
Illinois,Apr,2012,14524,11497,0,2012-04,67212,93233
Illinois,Apr,2013,18421,14842,0,2013-04,98095,131358
Illinois,Apr,2014,21131,11333,0,2014-04,72734,105198
Illinois,Apr,2015,19123,9918,0,2015-04,88841,117882
Illinois,Apr,2016,24894,11132,0,2016-04,117410,153436
Illinois,Apr,2017,25414,10416,0,2017-04,15405,51235
Illinois,Apr,2018,23977,10883,0,2018-04,18258,53118
Illinois,Apr,2019,21307,8748,0,2019-04,14158,44213
Illinois,Apr,2020,30500,11184,0,2020-04,25857,67541
Illinois,Apr,2021,30084,12523,0,2021-04,21918,64525
Illinois,Apr,2022,24064,10548,1178,2022-04,267196,302986
Illinois,Apr,2023,27184,11406,1364,2023-04,397601,437555
Illinois,Aug,2009,6978,9265,0,2009-08,38289,54532
Illinois,Aug,2010,8621,8960,0,2010-08,41787,59368
Illinois,Aug,2011,9947,10717,0,2011-08,44880,65544
Illinois,Aug,2012,12980,14054,0,2012-08,57937,84971
Illinois,Aug,2013,16360,12936,0,2013-08,55088,84384
Illinois,Aug,2014,16532,12191,0,2014-08,62282,91005
Illinois,Aug,2015,18088,11085,0,2015-08,64498,93671
Illinois,Aug,2016,60745,30602,0,2016-08,17735,109082
Illinois,Aug,2017,19807,11333,0,2017-08,17053,48193
Illinois,Aug,2018,17992,9858,0,2018-08,14583,42433
Illinois,Aug,2019,19105,9281,0,2019-08,13542,41928
Illinois,Aug,2020,28864,13330,0,2020-08,39261,81455
Illinois,Aug,2021,26981,12930,1456,2021-08,385196,426563
Illinois,Aug,2022,21278,10914,1214,2022-08,346856,380262
Illinois,Aug,2023,20241,10349,811,2023-08,206445,237846
Illinois,Dec,2009,9316,13652,0,2009-12,44976,67944
Illinois,Dec,2010,11217,14646,0,2010-12,42861,68724
Illinois,Dec,2011,15946,18596,0,2011-12,62133,96675
Illinois,Dec,2012,28548,28820,0,2012-12,53218,110586
Illinois,Dec,2013,23671,19326,0,2013-12,47020,90017
Illinois,Dec,2014,24857,19709,0,2014-12,101641,146207
Illinois,Dec,2015,37193,20864,0,2015-12,122900,180957
Illinois,Dec,2016,29658,17164,0,2016-12,17509,64331
Illinois,Dec,2017,27956,15126,0,2017-12,18020,61102
Illinois,Dec,2018,26943,15297,0,2018-12,12795,55035
Illinois,Dec,2019,24792,13258,0,2019-12,15241,53291
Illinois,Dec,2020,29133,16557,0,2020-12,20056,65746
Illinois,Dec,2021,29123,14315,1471,2021-12,392738,437647
Illinois,Dec,2022,30563,18733,2005,2022-12,426000,477301
Illinois,Feb,2010,9998,10190,0,2010-02,35197,55385
Illinois,Feb,2011,11644,10778,0,2011-02,36379,58801
Illinois,Feb,2012,17750,14271,0,2012-02,55426,87447
Illinois,Feb,2013,24175,18387,0,2013-02,83806,126368
Illinois,Feb,2014,23448,13449,0,2014-02,78016,114913
Illinois,Feb,2015,23614,13379,0,2015-02,48310,85303
Illinois,Feb,2016,30241,13543,0,2016-02,125089,168873
Illinois,Feb,2017,27418,12635,0,2017-02,11166,51219
Illinois,Feb,2018,25626,12938,0,2018-02,21425,59989
Illinois,Feb,2019,24870,11381,0,2019-02,14499,50750
Illinois,Feb,2020,22743,9761,0,2020-02,13769,46273
Illinois,Feb,2021,24290,11338,0,2021-02,18820,54448
Illinois,Feb,2022,23796,10762,1186,2022-02,272525,308269
Illinois,Feb,2023,27357,10907,1103,2023-02,372638,412005
Illinois,Jan,2010,8799,9303,0,2010-01,39777,57879
Illinois,Jan,2011,10486,9844,0,2011-01,43982,64312
Illinois,Jan,2012,13424,11581,0,2012-01,64346,89351
Illinois,Jan,2013,31185,22138,0,2013-01,94721,148044
Illinois,Jan,2014,20164,11190,0,2014-01,89150,120504
Illinois,Jan,2015,20682,12203,0,2015-01,63009,95894
Illinois,Jan,2016,32112,12869,0,2016-01,143606,188587
Illinois,Jan,2017,24594,11185,0,2017-01,23670,59449
Illinois,Jan,2018,21821,9850,0,2018-01,18881,50552
Illinois,Jan,2019,21587,10082,0,2019-01,16976,48645
Illinois,Jan,2020,22567,9588,0,2020-01,17551,49706
Illinois,Jan,2021,35848,17817,0,2021-01,34093,87758
Illinois,Jan,2022,22564,9950,1015,2022-01,440424,473953
Illinois,Jan,2023,28370,14140,1715,2023-01,480752,524977
Illinois,Jul,2009,6742,6733,0,2009-07,33386,46861
Illinois,Jul,2010,7950,6957,0,2010-07,34727,49634
Illinois,Jul,2011,8812,7396,0,2011-07,41386,57594
Illinois,Jul,2012,11401,9755,0,2012-07,43809,64965
Illinois,Jul,2013,15986,10383,0,2013-07,55624,81993
Illinois,Jul,2014,15798,9607,0,2014-07,60504,85909
Illinois,Jul,2015,18469,9243,0,2015-07,66883,94595
Illinois,Jul,2016,21421,11881,0,2016-07,125075,158377
Illinois,Jul,2017,18417,9895,0,2017-07,13652,41964
Illinois,Jul,2018,16840,7743,0,2018-07,13684,38267
Illinois,Jul,2019,15782,6889,0,2019-07,10764,33435
Illinois,Jul,2020,31853,12250,0,2020-07,42167,86270
Illinois,Jul,2021,38557,15385,1605,2021-07,357709,413256
Illinois,Jul,2022,20758,9843,1133,2022-07,295349,327083
Illinois,Jul,2023,19386,8274,767,2023-07,199545,227972
Illinois,Jun,2009,6907,7155,0,2009-06,37686,51748
Illinois,Jun,2010,7818,6701,1,2010-06,37457,51977
Illinois,Jun,2011,9059,7372,0,2011-06,39691,56122
Illinois,Jun,2012,11820,10114,0,2012-06,52870,74804
Illinois,Jun,2013,15062,10196,0,2013-06,79126,104384
Illinois,Jun,2014,15406,8740,0,2014-06,87691,111837
Illinois,Jun,2015,17666,8230,0,2015-06,53952,79848
Illinois,Jun,2016,22277,12787,0,2016-06,128545,163609
Illinois,Jun,2017,21394,9491,0,2017-06,14883,45768
Illinois,Jun,2018,17755,7827,0,2018-06,12711,38293
Illinois,Jun,2019,17041,7321,0,2019-06,12246,36608
Illinois,Jun,2020,49101,14913,0,2020-06,73508,137522
Illinois,Jun,2021,24191,9377,0,2021-06,14242,47810
Illinois,Jun,2022,21912,10229,1204,2022-06,281728,315073
Illinois,Jun,2023,19399,7913,761,2023-06,243305,271378
Illinois,Mar,2010,11425,11398,0,2010-03,42135,64958
Illinois,Mar,2011,14745,12428,0,2011-03,53286,80459
Illinois,Mar,2012,17725,14376,0,2012-03,72936,105037
Illinois,Mar,2013,23779,19564,0,2013-03,93378,136721
Illinois,Mar,2014,26637,15182,0,2014-03,102752,144571
Illinois,Mar,2015,17517,10329,0,2015-03,68243,96089
Illinois,Mar,2016,29052,12971,0,2016-03,132757,174780
Illinois,Mar,2017,30518,14411,0,2017-03,911,45840
Illinois,Mar,2018,32326,17008,0,2018-03,24775,74109
Illinois,Mar,2019,29438,13143,0,2019-03,18595,61176
Illinois,Mar,2020,44112,17127,0,2020-03,39780,101019
Illinois,Mar,2021,35699,16114,0,2021-03,23382,75195
Illinois,Mar,2022,30013,14121,1649,2022-03,339247,385030
Illinois,Mar,2023,34238,14033,1661,2023-03,449383,499315
Illinois,May,2010,8304,7071,0,2010-05,29322,44697
Illinois,May,2011,9700,8132,0,2011-05,37301,55133
Illinois,May,2012,11987,9817,0,2012-05,55892,77696
Illinois,May,2013,16142,11591,0,2013-05,80948,108681
Illinois,May,2014,17848,9308,0,2014-05,64832,91988
Illinois,May,2015,19457,9346,0,2015-05,47092,75895
Illinois,May,2016,19264,8686,0,2016-05,91026,118976
Illinois,May,2017,22244,9252,0,2017-05,14857,46353
Illinois,May,2018,18631,8397,0,2018-05,13239,40267
